precision,recall,thresholds
0.3684210526315789,1.0,0.00015666998283471803
0.37168141592920356,1.0,0.000577562954294178
0.375,1.0,0.0006018101207751947
0.3783783783783784,1.0,0.0008308925497646281
0.38181818181818183,1.0,0.0008662881649666471
0.3853211009174312,1.0,0.0008769670274052355
0.3888888888888889,1.0,0.0008773525347583403
0.3925233644859813,1.0,0.0010822966604073453
0.39622641509433965,1.0,0.0012484559854701617
0.4,1.0,0.00129632555031308
0.40384615384615385,1.0,0.0013214091970348142
0.4077669902912621,1.0,0.00180324096487336
0.4117647058823529,1.0,0.0018750039060825554
0.4158415841584158,1.0,0.002466763532884976
0.42,1.0,0.0025163382585314206
0.42424242424242425,1.0,0.0027136015107453696
0.42857142857142855,1.0,0.003222414851740718
0.4329896907216495,1.0,0.004595756344584834
0.4375,1.0,0.004960203197037052
0.4421052631578947,1.0,0.0054445645421163985
0.44680851063829785,1.0,0.005458864173642678
0.45161290322580644,1.0,0.005649574486104485
0.45652173913043476,1.0,0.0060359023847802165
0.46153846153846156,1.0,0.006402711944087497
0.4666666666666667,1.0,0.006565374667655709
0.47191011235955055,1.0,0.006867459235009764
0.4772727272727273,1.0,0.007032169015821659
0.4827586206896552,1.0,0.007703605226481736
0.4883720930232558,1.0,0.007725754649601442
0.49411764705882355,1.0,0.008430014362811976
0.5,1.0,0.009679195873185296
0.5060240963855421,1.0,0.010123517059679125
0.5121951219512195,1.0,0.010217805975050134
0.5185185185185185,1.0,0.011007373825217808
0.525,1.0,0.013287123754588095
0.5316455696202531,1.0,0.013608905028321388
0.5384615384615384,1.0,0.014918167507229435
0.5454545454545454,1.0,0.015202743528303567
0.5526315789473685,1.0,0.015973162945870742
0.56,1.0,0.01840466062306854
0.5675675675675675,1.0,0.018860661833086413
0.5753424657534246,1.0,0.019081426112112287
0.5833333333333334,1.0,0.01917831508562925
0.5915492957746479,1.0,0.020647967961244823
0.6,1.0,0.02075770768780986
0.6086956521739131,1.0,0.027541271951587006
0.6176470588235294,1.0,0.028475465847139808
0.6268656716417911,1.0,0.03014422243972454
0.6363636363636364,1.0,0.03311269249501269
0.6461538461538462,1.0,0.033576929655839326
0.65625,1.0,0.04813452817619817
0.6666666666666666,1.0,0.049234977493994456
0.6774193548387096,1.0,0.053764955096274006
0.6885245901639344,1.0,0.055745943120765105
0.7,1.0,0.055846211845637934
0.711864406779661,1.0,0.06296908886496042
0.7241379310344828,1.0,0.06555269110484474
0.7368421052631579,1.0,0.06859979711608313
0.75,1.0,0.07635752156753278
0.7636363636363637,1.0,0.0835566511108532
0.7777777777777778,1.0,0.08719450152903256
0.7924528301886793,1.0,0.08972600721082
0.8076923076923077,1.0,0.08991902510522219
0.8235294117647058,1.0,0.09514500287197165
0.84,1.0,0.11870526868854708
0.8571428571428571,1.0,0.12332885410050724
0.875,1.0,0.16071374759807672
0.8936170212765957,1.0,0.22070594259777598
0.9130434782608695,1.0,0.2558968881892247
0.9333333333333333,1.0,0.2757937484774267
0.9318181818181818,0.9761904761904762,0.2760975645690253
0.9534883720930233,0.9761904761904762,0.40814668063389303
0.9523809523809523,0.9523809523809523,0.5214634717592643
0.975609756097561,0.9523809523809523,0.556099383913423
1.0,0.9523809523809523,0.68484431379563
1.0,0.9285714285714286,0.705279238880768
1.0,0.9047619047619048,0.7577810581207315
1.0,0.8809523809523809,0.8032534860104783
1.0,0.8571428571428571,0.813758917078779
1.0,0.8333333333333334,0.8143986150620872
1.0,0.8095238095238095,0.8312605971292611
1.0,0.7857142857142857,0.8608900243600107
1.0,0.7619047619047619,0.8679446945169642
1.0,0.7380952380952381,0.914564771929911
1.0,0.7142857142857143,0.9293317748245616
1.0,0.6904761904761905,0.9412228967672802
1.0,0.6666666666666666,0.9633917928278708
1.0,0.6428571428571429,0.9707273362616957
1.0,0.6190476190476191,0.9733946851690001
1.0,0.5952380952380952,0.9917312223199782
1.0,0.5714285714285714,0.9965704006346693
1.0,0.5476190476190477,0.9966936715415279
1.0,0.5238095238095238,0.9967195525098029
1.0,0.5,0.9984326653532332
1.0,0.47619047619047616,0.9994634686018271
1.0,0.4523809523809524,0.9996247785750754
1.0,0.42857142857142855,0.9997556611383234
1.0,0.40476190476190477,0.9998242281788804
1.0,0.38095238095238093,0.9999038111436064
1.0,0.35714285714285715,0.9999210712134464
1.0,0.3333333333333333,0.9999235456822192
1.0,0.30952380952380953,0.9999372362960433
1.0,0.2857142857142857,0.9999498803591702
1.0,0.2619047619047619,0.9999842322922342
1.0,0.23809523809523808,0.9999962016788237
1.0,0.21428571428571427,0.9999985094521786
1.0,0.19047619047619047,0.9999989201399032
1.0,0.16666666666666666,0.999999679245997
1.0,0.14285714285714285,0.9999997147865017
1.0,0.11904761904761904,0.9999999418787151
1.0,0.09523809523809523,0.9999999928257342
1.0,0.07142857142857142,0.9999999978766685
1.0,0.047619047619047616,0.9999999992406987
1.0,0.023809523809523808,0.9999999999529687
1.0,0.0,1.0
